# File generated on : 2021-01-18 14:52:26.129860 by damien-mouad 
#  O3,NO2,SO2,CO
2.895310262913826094e-01,7.838940622484225074e-01,2.464071938068936041e-01,2.139039581904301490e-01
4.186966515870382821e-01,2.377025440518505395e-01,9.130614501785769277e-02,8.983812191806749003e-02
8.210799698162171145e-01,-5.644143005451520700e-01,1.488089400782184601e-01,1.139742477760647299e+00
4.913881781916263902e-01,6.004730365417481064e-01,1.726487365305643118e-01,1.827246637718716649e+00
6.591480476347729711e-01,-5.364599181571236830e-01,1.444052104900580003e-01,2.116136516139076829e+00
9.398417063114602454e-01,-4.216398340027079916e-01,6.541786354991300234e-01,4.782032286224514872e-02
4.786434776762696908e-01,6.506264709548108538e-01,6.977651036069104640e-02,1.129640813495566665e+00
7.205036700854071663e-01,-7.897752014624881411e-02,1.972328709698622021e-02,1.631696348394741924e-01
7.151835749112316343e-01,-2.388642867344451526e-01,5.657673931528611755e-01,3.483772619231575995e-01
2.494545765072774257e-01,-4.243861755711304529e-01,1.679879528162568358e-01,1.323015985677818751e+00
1.354245900848444206e-01,-1.487146361800808503e-01,5.598837599290958922e-01,3.227237454583516962e-01
6.210903214426578556e-01,2.655752892872350612e-01,1.048417500958358090e-01,2.595405305316219047e-01
7.129843643577024048e-01,7.688893359069288724e-01,2.690005798811889379e-02,4.349954542952298442e-01
5.050773513313328023e-01,9.168602353548452877e-01,1.142505437520637962e-01,6.182243934641641347e-01
4.730555932046072165e-01,5.450954760676096633e-02,5.560020903094617939e-01,6.265404328112209598e-01
1.458520385093480254e-01,-9.418287339167357164e-01,5.199529485873359835e-01,1.239486593359448441e-01
2.300621653765178021e-01,1.720911820449532836e+00,4.505044352868146085e-01,1.533619159762293682e+00
7.529074604324800246e-01,-3.308432665987587340e-01,4.784477642556838051e-01,7.370435825398031771e-01
1.695894687145859114e-01,9.020324719891601450e-01,1.841886490473373383e-01,1.003886715247747308e+00
9.195613160940943054e-01,1.687257924753429839e+00,1.661946496921722582e+00,1.051850636561150326e-01
4.607265141111472895e-01,5.131276130296885674e-02,2.229804658523862226e+00,2.722286831638216081e-02
4.558685128389051711e-01,1.134327237813035794e+00,5.339846731651780309e-02,1.779457673983210197e-01
2.431966208520779382e-01,1.294460951144778438e+00,2.098747655493112596e+00,1.558531474418263008e+00
9.155818035888797501e-01,3.209574502459100920e+00,5.070727665094391101e-01,9.276500545697081712e-01
8.050010460473737695e-01,-8.714176251023104669e-01,4.711364683555577249e-02,4.560051178810677897e-01
3.814784443179553008e-02,1.416400795918957733e+00,2.879380947398818003e-01,7.094995574041568220e-01
2.261014635822667929e-01,2.220561445796671585e+00,4.899353602710230238e-01,3.721245570522817570e+00
6.095028471418741933e-01,6.927030815490659021e-01,1.266763751312987574e-01,3.521342974925069369e-02
9.072457279581224165e-01,1.039814242131550603e+00,1.580177192420225687e-03,7.718413830240991036e-01
4.508952521231859301e-01,3.774004494378452867e-01,7.570476847863380487e-02,6.974737398085587570e-01
3.138617374638720259e-01,-4.175670101020586555e-01,4.937274636441982278e-02,9.652887344784805146e-01
1.648481608905506546e-01,1.793681231816964816e+00,3.483182970672906581e-02,4.699467972601361621e-01
4.265831362996109766e-01,9.436503222139169811e-02,5.054964722986861059e-01,5.928130055011970878e-01
5.654866769117861125e-02,-1.578316457384144611e-01,2.821876385836540546e+00,1.383806021852138191e+00
5.416896102163194504e-01,7.177661698724102646e-01,7.614550069337865379e-01,5.640476826452357761e-02
7.194236694741658056e-01,-5.720430108010134962e-01,8.541410579574022777e-02,4.224753189404263920e-01
5.979046917452909282e-01,-2.886098727211019455e-01,1.766580295872230977e-01,2.492609341161513559e-01
1.735432154350582401e-01,3.173120340660061101e-01,2.885516040247429470e-01,4.794170304276239303e-02
6.011048199138693260e-01,1.444809913877784235e-01,2.984790838219005329e-02,3.028959792958837993e-01
9.456026678262274832e-02,-3.675907035744564455e-01,2.978049140645368520e-01,2.949605500388547963e+00
5.229304015711899734e-01,9.793771925260577049e-01,1.581301268080716471e-01,1.884680097710794922e+00
6.460000575491028352e-01,-4.432568252022915933e-01,1.710878878720117555e-02,6.153264660772697070e-01
4.593047559310124983e-01,3.508545831600284881e-01,6.727236627386954382e-01,3.132313964608267054e-01
8.842814487832362236e-01,9.261591482691267085e-01,1.105748051309200924e-01,1.832433790777217464e+00
7.210480265099905584e-01,6.907797141083729109e-01,1.113368734200724519e-01,1.480938135395444943e+00
8.086541212584529292e-01,1.072028936151467438e+00,8.866906773058924607e-01,1.387508560679119984e+00
1.357532469473889947e-01,1.214973982996666813e+00,5.955308151295325009e-02,1.097881620687086945e+00
2.631556610183996003e-01,1.054197623254421234e+00,5.025548116740513604e-01,4.356019881732540316e-02
7.023556860942371527e-01,-1.336657124455773449e-01,1.324416439827928560e+00,1.785717102616686924e+00
6.452872085520956480e-01,1.821804552444852510e+00,2.956688696048335140e-03,4.866997667734423438e-01
6.101816765819872979e-01,1.146388065908136689e+00,1.391334582316385189e-02,1.130037171516495575e-01
7.315848288589343884e-01,-1.154301380566645774e+00,9.568038842563604263e-01,1.223643094254367458e-01
4.993463381451668237e-02,1.267987375486872459e+00,3.016244897487247670e-04,1.039169902644101029e+00
9.397284121402953438e-01,-1.118976513565448139e+00,1.616112619032841757e-02,1.112355005275235786e+00
3.372441496204948708e-01,1.559479863720438564e+00,1.006783384622330080e-01,9.216349070751550521e-01
5.571940803983098656e-01,1.221258880551407411e-01,2.298499465106082496e-01,2.149060350542965292e+00
4.883679169547294752e-02,2.424105729040566093e+00,9.906347843375110651e-01,4.583751107722303653e-01
4.112602844720536499e-01,1.141452355821304110e-03,1.640686929878517608e-01,1.496016180630444614e+00
5.388069667345058988e-01,2.738572241398710139e-01,8.884332003540741651e-02,8.115727751537599177e-02
4.492120680829957413e-01,4.406007669093249257e-01,2.986312357297828957e+00,4.445125571341863036e-01
4.998052432548752977e-01,-5.248766914723999033e-01,1.311122454429920203e-01,8.826585988528287130e-01
4.674577235286410115e-01,4.481154677176115708e-01,7.683922696357923243e-01,5.085748318708867288e-02
5.150192300744512730e-01,6.374079474818066249e-01,3.366222831014339389e-01,1.719187018187019467e+00
6.578937206441513030e-01,-1.714893459304032586e+00,3.563473902214466249e-01,6.268557100720409947e-01
4.411559062883541049e-01,1.440181853500654974e+00,1.463576966922160031e-03,1.330566603960401828e+00
4.107572735057879454e-01,8.523035975994874835e-01,3.572632436577327097e-01,2.211036854143983099e+00
2.634531945442116774e-01,-1.303411246403371138e+00,9.913034445841718834e-03,1.897869693783239553e-01
2.311101096657008913e-01,4.647205667656869599e-01,8.880506704008821472e-01,6.804772933021957168e-03
7.253641065128562104e-01,-1.000134470372201489e-01,3.657509354870713825e-01,3.903130919357099549e-01
1.796283886586553802e-01,-1.811049906144022170e+00,2.402025814863154030e-02,6.320983731069678146e-01
1.839072640814588544e-01,-2.412259965079485147e-01,4.879301511494428256e-01,7.837574447626979302e-01
4.477997094405902212e-01,-8.806185364396417192e-01,1.776334181873934770e-01,4.690301814876348452e+00
3.564565301821476240e-01,1.661668545490228022e-01,9.490886773499606077e-01,7.098733686065994419e-02
5.664806787806986321e-01,4.176703668568237937e-01,3.175329427429633533e+00,2.611795109772474088e+00
8.133792969787568827e-01,9.497156954663446005e-01,2.185260129521195832e-02,2.586376536738223653e+00
3.733532526139556884e-01,1.429244499129922019e+00,1.643179949974434353e-02,6.247675505244087990e-01
2.653683570336307085e-02,1.313082014490817517e+00,9.654642472111352181e-01,1.043172681581309824e+00
3.254787105006257120e-01,2.751234135838875883e-01,2.720759659690293875e-01,3.617282802769463124e-01
8.186304128782240230e-01,9.890532948871020302e-01,7.653916284876823850e-01,2.697335556996322548e-01
2.070516609211138226e-01,5.326363451368596458e-01,6.332734704251307134e-01,3.744571659051421531e+00
4.020823831168306439e-01,-1.125853451251733750e-01,1.187135506333011729e-03,1.024165859712167670e+00
7.522668936325597189e-01,8.718670840607516404e-01,3.087860050791901845e-01,1.590349633996562539e-01
9.581074693465631009e-01,1.374312378801284762e+00,2.513076512354484593e-01,2.710324832645316651e-02
3.828996193728135822e-01,-6.033002341663795676e-01,1.149861869604607290e-01,6.505203761141159502e-01
5.977403535898214715e-01,7.860522149820914350e-01,3.978142183643150476e-02,1.322917934760715397e+00
4.229539727922703163e-01,-3.276511312860284075e-01,4.581777546631516373e-01,2.160871827267790479e+00
2.919515503312619664e-01,-1.911149231362700984e-01,5.818982773757373078e-02,3.003556384893302234e-01
7.927360975248309849e-02,-2.012321146676496753e-01,9.395444341211760531e-01,1.120768538725906760e+00
9.383153038091673892e-01,1.972482950136807967e+00,6.405162493873445273e-02,4.016351278993611773e-01
8.312243067269577956e-01,8.100758406640198306e-01,3.828823057857401735e-01,8.491673305516258055e-03
4.183051779055348973e-01,3.769616680723990587e-01,1.135433300581558252e-01,1.504798769947701453e+00
7.930077902629374398e-01,3.267784799434049758e-01,4.019106239527830970e-02,8.464177447266697518e-01
5.048357635372456853e-01,-8.723871323977585579e-01,7.116452326213051904e-02,4.232470647697975097e-01
8.019305741493665263e-01,2.377022797765604878e+00,1.232336066982481042e-02,1.553002616488638118e-02
5.544731123211305013e-01,1.014759105300297115e+00,7.195493168959078700e-02,1.482426250480245900e+00
6.451910850882371928e-01,-6.583248089704338835e-01,2.155437846309896099e-02,3.339843199125200890e+00
5.666631526211420855e-01,-9.792528889778140400e-01,4.640792259734681513e-02,1.966587695821918835e+00
4.271051366327381915e-01,1.010673484278187484e+00,5.389821393136008387e-01,5.378948172813043938e-01
5.067120901326714888e-01,-7.285134948585232362e-01,1.185215258730247800e+00,1.625542040741082273e-01
3.787307351542735789e-01,2.271867456641356031e-01,1.897745910566189242e-01,4.361994175759441594e-01
3.330221263264532272e-02,5.347291769902728920e-01,5.390094225041949239e-01,3.886482362212131392e+00
4.366086226728423947e-01,-1.127767290170205605e+00,5.676241393425031541e-03,2.732881947118813784e-02
5.156216433914603270e-01,8.404651029901013537e-01,1.374452285534513152e-01,3.872289473236463775e-01
1.177502016894667047e-01,1.197600798553523527e+00,2.550263351487649238e-02,1.050036557617233912e+00
8.972792370025199915e-01,1.764297650385461935e+00,1.171738937417241333e+00,7.035717071889505680e-01
9.669960605415107713e-01,1.134475231066224499e+00,4.438116109783379892e-02,5.184275224568454243e-01
7.062510995211654929e-01,6.020802467986063888e-02,7.629918310715377329e-03,2.649126701919493510e+00
3.812707497433456272e-01,2.535779160526773435e+00,1.082161871287868563e-03,1.042267182267197834e+00
8.347343681692594997e-01,-1.601473717284226606e+00,1.368682865161351181e+00,1.436701238000020142e+00
8.987929377502810180e-01,1.092840847796141102e+00,3.569720146953826029e-02,5.376434905863398672e-01
3.902020338386507081e-01,-1.071619569766925073e+00,6.380328218750298819e-02,1.418787313418352070e-01
5.160541491912420398e-01,5.077959653722274869e-01,2.204741440250566953e+00,2.141869333913226203e+00
4.576690521904467346e-01,2.519724734264642940e+00,5.633003500097283171e-04,5.454305260320604920e-02
7.236716849606981139e-01,-1.720395193152391977e-01,5.072823182357573662e-04,9.810377190890199328e-01
9.367942309460288719e-01,1.890413505627894120e+00,3.069830881585351001e+00,1.525053552917078337e+00
1.886830472642194723e-01,2.004964280136725563e+00,1.076624669687228225e-01,6.665337385871759057e-01
5.875719515384959513e-01,-7.623210411636938133e-04,1.676833632163209908e-01,8.335886134517762613e-01
7.720098910516025592e-01,-2.412949429001851609e-01,5.904077930677996688e-01,1.254587982060383911e-01
2.630571235840057920e-01,-1.040568176255749933e+00,2.243907076134333822e-01,1.003336897101890557e+00
7.921550553929427307e-01,-4.317761492286480429e-01,1.101404130848205589e-03,1.025238674044731457e+00
9.142463344602704822e-01,5.599835267172986741e-01,5.968019274379195334e-05,1.300837148424967282e-01
7.120347563530275981e-01,2.176468274813379011e+00,1.940653051341391941e-03,9.134707961870132120e-01
1.375178871804247915e-01,-1.614232342545486087e+00,1.349870950343345574e-02,2.272322293601086451e-01
5.989428241913525852e-01,-4.679950118027362826e-01,5.688944087863082033e-02,3.031699022511207819e-01
7.602542531769304057e-01,-5.848875585168074043e-01,6.741400557799641646e-01,6.650469215351201280e-01
9.663868966718844877e-01,1.404813869214574407e+00,6.076492676000021242e-02,2.958226838802515690e-01
7.616492472067349917e-01,-3.558186505035975111e-01,6.401716283840015731e-02,7.687176353375566595e-01
4.779826890271258177e-01,-3.837697134585448255e-01,7.352059377867113943e-01,1.129088557414946736e+00
2.723358709954759593e-01,1.538049570987228831e-01,7.678004529119888955e-02,2.412291502495227113e-01
7.000994376830963484e-01,-2.381056106239213266e-01,6.488226622656377840e-01,1.310395706003627314e+00
3.720472051485063103e-01,1.592014800024886823e+00,7.301614922661774087e-02,1.068370153467763234e-01
5.632006723465501352e-01,-1.118792939179183987e-01,7.954824072150078543e-03,1.789167465743704888e+00
8.119233803450491838e-01,1.896818314506860892e+00,4.320180796543310331e-01,2.258981735077386421e+00
3.608528290439161346e-02,9.053264541879695315e-01,4.402561091625366352e+00,5.841181239918284973e-01
5.516591612673853451e-01,1.016938111134691125e+00,7.169384930838769432e-02,3.232283171668784760e+00
2.074039146097078623e-01,-5.376023364813176109e-02,6.279980466009323914e-01,7.250078990195583939e-02
8.949973380559450575e-02,8.437772086724328879e-01,1.571148159537693245e-03,1.131774124730491105e+00
5.032486158662530240e-01,-5.074484232832077168e-02,4.565844163788705667e-02,1.121286784611040532e-01
8.692704874402429338e-01,1.209166740200257051e-02,5.452481414590917286e-01,1.125143352583381606e+00
5.411298614161413889e-01,1.626284996909770131e+00,1.806121420578379766e+00,9.194627739275884615e-01
8.034306555526204985e-02,5.512047559311555878e-01,8.587430942246041532e-01,1.168661385251154927e+00
9.873876257013122215e-01,5.710399053496211241e-01,7.070872725268775305e-01,8.990494639731844151e-02
3.544030515691684036e-01,1.260404646473549439e+00,4.842524666116961897e-03,1.024463201050156702e-01
8.701861913164516960e-01,-9.868775805696561321e-03,4.506591329415269298e-01,6.496560879021582302e-01
2.518025423857699341e-01,1.068823889059788312e+00,2.617402987792542546e-01,1.724984385926776831e+00
2.033789484997491348e-01,-1.169148836730690144e+00,1.242367850217347414e-01,5.885753398711984080e-02
6.070258237667408574e-01,9.595283153065858883e-02,1.852359693338788138e-01,1.660880390657054173e+00
1.034918958881840823e-01,6.510529360698648071e-01,4.511923147590209404e-01,9.242786903460023518e-02
2.516338821398123038e-02,1.445299266490710277e+00,1.218558758575415957e-01,4.356705433377111025e-01
6.695860435292398938e-01,8.976138987056700991e-01,2.104211665640864579e-02,6.616106772843536321e-01
4.364780567561323821e-01,7.287610345169515114e-02,2.191921754523530348e-03,1.556026201456242708e+00
5.791555047873924167e-01,7.516357364417458609e-02,3.466615728148033093e-01,9.248589946945858786e-01
5.559944973939089374e-01,2.498983292347618068e+00,5.931513245144395818e-02,1.051720957753199182e+00
7.066309954896883294e-01,1.995035574844380988e-01,2.530306232166519731e+00,1.644156550605261780e+00
6.452394812946650182e-01,-2.679319740715008225e-01,3.864734200985295853e-01,5.332337502586537603e+00
4.659434401340104559e-01,-3.157214318200751713e-02,2.082146800675903908e-01,1.324349235082042719e+00
7.469318597074436905e-01,-9.838401267128444871e-01,6.143483986512134898e-01,3.026034097467107942e-01
5.990644764627753860e-01,-7.906424437023042984e-01,5.012214970466047359e-02,5.452225853886448759e-01
4.714047473522950948e-01,-5.050569816307077797e-01,2.329636683875395242e+00,1.460209447216498889e-02
2.412421745977167964e-01,1.451511021048868422e+00,7.816802643787749139e-01,2.823401790567618974e+00
2.251447864370359486e-01,1.464752352403121627e+00,3.057023786968564583e-01,3.184400412620424503e-01
5.137974602268797764e-01,-3.893051060576753208e-01,1.981628647618181027e-01,6.527655125717057860e-01
7.168918547419610432e-01,1.028649499675937884e+00,4.769394024389682074e-01,2.840079615905651167e+00
9.509794779428150102e-01,-8.158210909893641727e-01,2.135011711970243309e-01,1.039618350329427621e+00
2.879802841211827058e-01,4.345934878127308276e-01,2.401261270064410924e-01,1.469187620842366870e+00
3.725861264155576613e-01,7.889792269423894222e-01,7.532938321150567385e-03,2.976549848435452450e-01
5.748103040303912392e-01,2.119074965702936186e+00,1.647865896440177669e-01,6.212013295045245576e-01
1.799490543181974100e-01,1.389113349975630296e+00,1.146458349712283109e+00,7.046532598259732660e-01
6.706894481044712863e-01,-5.671805458690559743e-01,2.167261995531735597e+00,8.016000002296466143e-01
9.713644376826259252e-01,5.266839768013319434e-01,1.422185335403431949e+00,7.924076965845581189e-01
2.272995801039323638e-01,1.130849941047365359e+00,1.761209328161444099e-01,2.844045809965493055e-01
7.593069988453032826e-01,1.473710352742092944e+00,2.690296305403897525e-01,1.231539890064845544e+00
8.750121212893801070e-01,1.716563641059007717e+00,8.829613484466017903e-01,1.736656647135551568e-01
4.428819448772165490e-01,-1.415562839015391816e-01,2.568482136876212296e-01,3.106180160791217060e-01
4.874830732263538691e-01,-7.599696069479320304e-01,5.005193318223082333e-01,2.677088037289057088e+00
7.504622263719712416e-01,-1.085548906303792416e+00,9.889225647916882744e-01,7.577854178108416328e-01
3.742111213852050700e-01,2.752812738305456808e-01,4.408870337914184145e-01,2.679016904701874591e+00
8.904780571845645198e-01,1.615091897454600467e+00,1.458576550577826980e+00,1.309222643749145654e+00
1.241280442388137395e-01,8.992285941175106601e-01,8.291838956504944402e-01,2.009939701365399234e+00
2.483249597656144170e-01,3.455877776271945034e+00,1.471909892724649227e+00,6.451217427629495349e-01
5.068050310784243395e-01,1.024804539592742536e+00,3.221520794039157282e-02,1.777651186057830790e+00
4.926182166668950924e-01,2.570515085828109392e+00,2.082008865141445064e-01,1.170320936724236649e+00
9.031019404437364839e-01,8.013588710264650805e-01,1.785646504616739128e+00,2.357538728864338573e+00
7.428332532400772070e-01,1.047589979235915569e+00,1.058240276201261931e+00,1.964297342158703108e+00
8.066749457766841935e-02,1.086934596705974254e+00,5.196673563360337117e-02,1.079102203691728823e+00
1.427927051258970348e-01,8.911962187312522099e-02,1.047280710010471683e-01,2.348067404214479126e+00
5.143886713003127387e-01,1.226386480524833011e+00,3.296963269287327136e-02,1.037163432405483199e-01
5.354444836614363767e-01,-8.010506260170637827e-01,5.772154342415463102e-01,1.506821022380132380e+00
5.845217725732072545e-01,2.575127934737535984e+00,9.299143752142013941e-02,4.625620511449248795e+00
3.219956418990598257e-01,1.477962648263809076e+00,2.363553513117557512e-04,1.292138834926041646e+00
6.518816511251902535e-01,-2.562845643128952577e-02,1.032680613115194608e-02,2.197132370861173412e-01
3.584798260837949169e-01,-1.094155622063567534e+00,9.213972045443700187e-01,4.166696360212981953e-02
3.695342065074226356e-01,1.170992423994534626e+00,1.364556292735370768e-02,1.379867894090217373e+00
9.699102279251210490e-01,9.793506825417641615e-02,9.551612843557216737e-02,3.183160346424932508e-01
2.576959781184099407e-01,-1.051608706031071927e+00,7.045757762237486732e-01,1.323077440084829883e-03
7.416867083856315546e-01,9.168672576381347028e-01,2.336578938372701475e-01,4.017301317696746893e-02
3.135069405054027314e-01,1.340355022266446650e+00,7.384518452631168295e-02,2.032949949699319081e+00
2.250955314002009988e-01,-2.051933691869585186e-01,4.414524630670851879e-01,4.174520948510270224e-01
8.338436418960728513e-01,1.009470721964008888e+00,4.315197590938337213e-01,3.300370185264059897e-01
2.911896555462606395e-01,2.443097355915987201e+00,5.960990832213454438e-02,4.827289995999311523e-01
7.387239607403224273e-01,-3.424752947619125187e-02,1.589385969053385139e+00,7.184318684618805628e-01
9.437744281358124709e-01,2.492709636136009599e-01,8.226861120220735346e-01,1.831659586715421728e-01
5.241883213466491664e-01,9.645642493771205972e-01,3.004001974935149311e-01,4.399538405327664825e-01
2.927389952294289222e-01,1.317013448250007102e+00,2.431873199438940591e-01,1.421166552821508056e+00
4.166293612262856882e-01,-2.954224672096453785e-01,3.650657383183539273e-01,1.677078115860800578e+00
8.302713928914000618e-01,2.883607673185096254e-01,1.379032746310832752e-02,5.699112771498860974e-01
7.590672853632600692e-01,1.507068347540142739e+00,4.089650849316812109e-01,1.222659465894457398e+00
1.572171430583205742e-01,9.945575407436427762e-01,8.303398479129223686e-01,1.209283532735656343e-02
5.319289560269058192e-01,4.752550857173432619e-01,4.002381422470573449e-03,2.061238966001821993e+00
7.548508493023071697e-01,-1.652317918883478676e+00,2.865252750823915617e-01,3.334043091276201132e+00
8.881672583205223459e-01,2.049984391149133334e-01,4.358488244724543353e-03,6.649673232084052366e-01
5.823218776728105173e-01,1.308073865073488218e+00,4.770195522416521838e-02,1.054020272306751327e+00
3.613658144895826041e-01,5.358900837638800319e-01,2.471417253541144041e-02,2.141608958019871611e-01
9.691255791955016852e-01,-5.962395536536866381e-01,3.300316888806499073e-03,8.024284263586358920e-03
3.095561319049310312e-01,1.014678142413799833e+00,6.338021463061557781e-02,7.005142541411851775e-01
1.591933801293444750e-01,1.309718407273702034e+00,4.595366012248882637e-01,1.361958746752931937e+00
6.505413621754957409e-01,4.250861427743172771e-01,2.138500184597682402e-03,2.770433207554237054e+00
1.267140851451012962e-01,-2.468644739701417734e-01,2.004820233503334936e-02,3.615688775632967533e-01
3.915376051418729686e-01,1.813328620392447910e+00,2.284515436415438319e-02,6.426857979856395175e-01
1.573773453036385606e-01,1.008664032196553428e+00,7.659294039462546388e-01,1.456727658482069310e-01
4.653559350672833439e-01,-8.397311284314012969e-01,9.314803517953479384e-01,2.939192671278140212e-01
9.049262275663935151e-01,6.757390349773838567e-01,1.968448958968195341e-05,2.734215912411996352e-01
4.557916077353840745e-01,8.773267353864382390e-01,4.344466613543102596e-01,6.650060295325588289e-01
9.226094593973332980e-01,-4.195918146921597813e-01,2.622844155809687106e-01,1.189853135038838744e-01
5.988482695329456762e-01,4.426287506584941633e-01,7.096367634310647710e-02,5.124495918625479041e-01
3.214285847876998670e-01,-1.656580130624047520e+00,5.527975352351261308e-04,1.464250693350078181e-01
2.538164390248381919e-01,8.539992720760203326e-01,6.174237270019060642e-01,8.651724587957857482e-01
1.043195920866262227e-01,4.982852171234213867e-01,1.583468307945732068e-01,5.857862874734067749e-01
4.701816467437668345e-01,9.372792086762035124e-01,5.312445684936062396e-01,1.515919778243319138e+00
4.156904626451729534e-02,-1.412941654918578926e+00,2.869712351549522644e-01,3.705920098270746088e+00
7.008619386604508783e-02,1.676590770096306304e+00,2.207590757712594720e-01,5.200822300017056421e-02
1.475373003254624171e-01,1.014265186705713973e+00,5.013162307197220890e-01,3.780721148655677433e-01
1.033798461645019096e-02,1.263825833254741404e+00,1.766864811986664785e-01,1.278694658113081195e-01
5.641917813855240604e-01,5.175746055291519099e-01,1.607763002231743954e+00,7.669550128510154163e-01
5.678872310465133966e-01,-2.858278082695863143e-01,4.738285660274093036e-01,1.511026247654563059e+00
2.929920106032046778e-01,1.805666464141022942e+00,2.527919675290996038e-01,2.145002751397914464e-01
3.273882396783228677e-01,1.111378151676438275e+00,2.426352900042249086e-02,2.529969885810408048e+00
6.693684669292030431e-01,1.617019959626712078e-01,3.961968613795908145e-01,2.222932056071659224e-01
2.719460456114244362e-01,1.405035789216406927e+00,3.522900824102706552e-02,4.849570052280479521e-02
4.668524570917254035e-01,9.891851347862159471e-01,5.088885332682063778e-01,4.827193624469449523e-02
3.830541454413434188e-01,-1.088272057065318155e-01,1.666986427818746910e-02,4.055328399122021810e-01
4.155334715194048956e-01,1.727752378546899337e+00,6.427315682901282301e-01,1.126984889374183840e+00
7.134606677712005407e-01,3.398254926708804691e-01,5.263689719378961823e-02,6.819618303983659979e-01
3.288227904570317772e-01,-4.603413326627552316e-01,8.662332577397418021e-01,6.398277135385719294e-01
1.900216362040073603e-01,-4.422179147036754410e-01,9.314311730955122659e-01,1.161590281146561154e-01
3.555216804660916718e-01,4.206265265412602039e-01,1.917576419712502256e-02,5.650593528594335391e-01
4.974429343076200993e-01,6.769088153112527984e-01,4.861508882650434683e-04,1.313263697684571574e-01
8.053423927588269082e-01,1.999458971859040757e+00,9.655550807723078943e-01,1.344620575833312681e-01
4.345429618949936401e-01,8.515373781604099745e-01,6.832103317351884142e-02,1.075309418036638931e+00
3.936721888599399310e-01,-6.414464893103655196e-02,6.841591578609695912e-02,7.258287341760284450e-01
2.063435226303411696e-01,7.980241831661030183e-01,2.146753841110315975e+00,1.487787035709249861e-01
9.138319536569368129e-01,1.604456176519263866e-01,4.998371985181497834e-01,5.963358678380925593e-01
4.044312388195433483e-01,-7.510952825705810021e-01,1.053613371032007917e+00,2.033283795553186390e+00
1.815462146327382342e-01,1.032421952406105348e+00,1.142635106351437696e-01,2.350946130913014631e+00
5.797377895644753032e-01,1.690148440181036271e+00,4.144967283820735413e-03,4.675960411819735096e-02
2.417279015590670932e-01,3.552849486385162292e-02,9.620403958569601066e-01,2.246663613297466833e-01
2.068145809055981221e-01,6.219242741401178609e-01,2.410628879452208218e-01,2.405065664703648132e+00
4.057940610111510082e-02,1.479756467429241606e+00,2.710122150166689031e-02,3.274507499849693137e-01
7.388407176049545111e-01,-1.341400364171672743e+00,6.007036255056658405e-03,1.016389561192508229e+00
1.677539227659677890e-01,1.208634861313488518e+00,1.849133487313531221e-01,9.087770087441827960e-02
5.725702768052529645e-01,-2.510624574989790414e-01,3.283425943168861300e-02,3.607175708544274606e-02
7.172193491200170579e-01,-2.168261267801555592e-01,5.272529362460202929e-02,3.343410671024874548e-01
1.092329751769453017e-01,1.499037956409125183e+00,9.795386314721123144e-02,2.415361722481397522e-01
1.326801887647388600e-01,1.525024578067255776e+00,3.416652840507069522e-01,3.099741564791365089e-01
3.861263745507057532e-01,7.581331467949962155e-01,3.369318783239186321e-01,4.317473896204975792e-01
9.554137819081783833e-01,1.929786110920753139e-01,1.206085985367054414e-01,3.869448595195836837e-01
8.272815634295291876e-01,-5.241105505246712593e-02,1.185676226960792334e-01,1.137551293526501750e+00
9.701247171980049711e-01,1.283287254872683025e+00,2.819059337128438258e+00,2.034086240033690096e+00
6.435963308824241835e-01,1.167367945806216945e+00,6.715155227957886330e-02,4.491921124171869839e-01
5.993018421091959036e-01,1.061514683695019334e+00,5.919465953673862246e-02,1.177333870812204308e+00
3.157023216919387920e-01,1.379339465900483730e-01,3.793219116020847270e-01,1.224095819930322709e-01
4.169104525253748417e-01,1.169385404077114998e+00,1.672177062481203236e-01,1.441141523466725749e-01
5.597687937161681671e-01,-1.118416291418008468e-01,7.924430287504562187e-02,2.306669567383591080e+00
2.448686776499204854e-01,2.736858197699362782e-01,5.901969843210822311e-03,2.965931335782282741e+00
2.275949139543124167e-01,1.498967198957434022e+00,2.888509287153936955e-01,8.467206218902431081e-01
1.840975410568534976e-01,1.169917218712685170e+00,8.652455781245512595e-03,1.801534820927458425e+00
5.280477147373653368e-01,-5.826182582240420071e-01,1.176725443760466214e-02,1.991574018066356033e-01
3.056170209176928276e-01,5.201265816982938439e-01,4.077453107931431897e-01,1.054778899381307200e+00
4.801202715116975606e-01,-1.379749540214025849e-01,3.637271139423159383e-01,1.908262681207115952e+00
2.959380194189215052e-01,9.747592173341581567e-01,4.488844819335930519e-02,2.278416922949335177e+00
6.240864609278888864e-01,-8.561479337442163828e-01,3.440823087577691286e-01,2.356904514284501317e+00
1.226420512194924539e-01,1.045299000584914761e+00,1.514803194692742605e-01,1.698072481556641478e+00
3.201481926143969758e-01,-3.289205661470659958e-01,5.735268381017390171e-02,2.442028371133659614e-01
1.394323875504003274e-01,2.387680562807640960e+00,4.874671595143706959e-01,6.437497633158311139e+00
4.664275085269342647e-03,-1.078932436284745444e+00,7.536198533905908992e-01,2.447253761284824858e+00
2.629151612998414933e-01,6.158021307900187757e-01,2.783999849409506955e-01,2.865082529152009894e+00
6.342717952845324803e-01,-8.769318330232183101e-01,2.410587978527214958e-01,4.777870808534766534e-01
2.215488244145139562e-01,2.574645216482101873e+00,9.789243993805926691e-02,1.781176332539713636e+00
